N,P,K,pH,soil_moisture,temperature,stress_type
36.0,54.0,46.0,6.662875839,52,22.07,healthy
39.0,64.0,52.0,6.678695788,58,21.9,healthy
37.0,52.0,47.0,6.54277684,2,21.74,water_stress
33.0,47.0,46.0,6.839443833,16,21.74,healthy
34.0,48.0,48.0,6.805277038,42,21.73,healthy
49.0,54.0,50.0,6.762522087,56,21.56,healthy
40.0,65.0,49.0,6.678449318,8,21.4,water_stress
68.0,52.0,49.0,6.577192175,66,21.24,healthy
50.0,46.0,52.0,6.734005648,28,21.07,healthy
65.0,63.0,50.0,6.524459342,90,20.91,healthy
40.0,49.0,47.0,6.501521192,51,20.75,healthy
42.0,53.0,48.0,6.758479569,51,20.57,healthy
49.0,55.0,51.0,6.676578778,28,20.39,healthy
59.0,62.0,49.0,6.941496806,38,20.21,healthy
63.0,58.0,47.0,6.864143752,51,20.03,healthy
70.0,65.0,52.0,6.583528529,17,20.04,healthy
63.0,50.0,52.0,6.751747609,68,20.04,healthy
40.0,64.0,47.0,6.893509446,5,20.15,water_stress
63.0,58.0,50.0,6.720744449,3,20.26,water_stress
45.0,58.0,49.0,6.827812549,37,20.44,healthy
66.0,69.0,47.0,6.912299695,62,20.63,healthy
54.0,67.0,52.0,6.586107335,43,20.62,healthy
69.0,67.0,52.0,6.827305908,79,20.61,healthy
67.0,68.0,49.0,6.821774589,31,20.6,healthy
45.0,57.0,47.0,6.656458831,20,20.59,healthy
56.0,50.0,52.0,6.770384816,16,20.5,healthy
70.0,50.0,53.0,6.933809743,67,20.41,healthy
44.0,47.0,45.0,6.579441304,69,20.38,healthy
50.0,60.0,47.0,6.92791761,62,20.36,healthy
52.0,51.0,53.0,6.985804083,38,20.33,healthy
35.0,68.0,45.0,6.612429546,7,20.3,water_stress
68.0,69.0,52.0,6.813383387,15,20.29,healthy
32.0,55.0,52.0,6.9677596,80,20.28,healthy
32.0,55.0,51.0,6.57398033,74,20.11,healthy
48.0,62.0,47.0,6.803094965,3,19.94,water_stress
39.0,69.0,53.0,6.964955435,79,19.87,healthy
49.0,61.0,45.0,6.764213299,22,19.8,healthy
48.0,57.0,54.0,6.617703178,33,19.77,healthy
69.0,66.0,49.0,6.52711001,15,19.75,healthy
53.0,55.0,55.0,6.709668804,48,19.69,healthy
38.0,61.0,52.0,6.620729882,84,19.62,healthy
57.0,64.0,55.0,6.583760499,25,19.56,healthy
51.0,57.0,55.0,6.676407337,58,19.5,healthy
56.0,65.0,45.0,6.751298936,27,19.34,healthy
54.0,66.0,52.0,6.867554147,85,19.17,healthy
58.0,55.0,47.0,6.742490027,85,19.0,healthy
68.0,70.0,54.0,6.986228647,18,18.84,healthy
42.0,59.0,55.0,6.979102243,72,18.76,healthy
43.0,64.0,47.0,6.825664782,60,18.69,healthy
35.0,67.0,49.0,6.617066674,81,18.64,healthy
56.0,59.0,55.0,6.551892638,77,18.59,healthy
39.0,64.0,53.0,6.598860305,32,18.54,healthy
18.0,30.0,29.0,6.420018717,29,18.48,healthy
37.0,23.0,28.0,5.740054567,56,18.43,phosphorus_deficiency
13.0,28.0,33.0,5.686972967,33,18.27,nitrogen_deficiency
2.0,21.0,35.0,6.293662363,42,18.12,nitrogen_deficiency
10.0,18.0,35.0,6.381975465,84,18.08,nitrogen_deficiency
7.0,11.0,32.0,5.542169139,69,18.03,nitrogen_deficiency
39.0,5.0,31.0,5.551963184,45,17.98,phosphorus_deficiency
34.0,6.0,27.0,5.860740481,26,17.92,phosphorus_deficiency
31.0,30.0,29.0,5.558807063,62,17.83,ph_stress_acidic
25.0,7.0,35.0,5.55771171,30,17.74,phosphorus_deficiency
16.0,18.0,26.0,5.568365926,62,17.67,nitrogen_deficiency
26.0,10.0,33.0,6.07071786,13,17.61,phosphorus_deficiency
27.0,8.0,32.0,5.627860549,30,17.56,phosphorus_deficiency
37.0,18.0,30.0,6.38488418,44,17.51,phosphorus_deficiency
19.0,15.0,34.0,5.685889066,83,17.44,phosphorus_deficiency
0.0,19.0,33.0,6.234458417,30,17.37,nitrogen_deficiency
31.0,20.0,26.0,6.443168642,19,17.3,phosphorus_deficiency
9.0,17.0,32.0,5.842317989,44,17.23,nitrogen_deficiency
22.0,11.0,29.0,5.955742971,24,17.19,phosphorus_deficiency
31.0,6.0,26.0,5.741367375,34,17.15,phosphorus_deficiency
34.0,6.0,30.0,5.948342571,30,17.16,phosphorus_deficiency
24.0,6.0,32.0,6.387067562,4,17.17,phosphorus_deficiency
1.0,8.0,26.0,5.562911913,27,17.33,nitrogen_deficiency
31.0,13.0,33.0,5.85971872,82,17.49,phosphorus_deficiency
10.0,9.0,28.0,6.282955073,55,17.72,nitrogen_deficiency
36.0,27.0,26.0,6.25449571,22,17.95,healthy
38.0,24.0,33.0,5.973853124,6,18.32,water_stress
11.0,6.0,25.0,6.081568052,85,18.68,nitrogen_deficiency
16.0,14.0,30.0,6.37466756,12,19.16,nitrogen_deficiency
33.0,14.0,35.0,6.027707171,65,19.64,phosphorus_deficiency
16.0,6.0,29.0,5.868285082,85,20.19,nitrogen_deficiency
32.0,11.0,31.0,6.205931638,20,20.74,phosphorus_deficiency
38.0,14.0,30.0,5.570745386,77,21.2,phosphorus_deficiency
8.0,6.0,33.0,6.095261013,77,21.67,nitrogen_deficiency
23.0,6.0,33.0,6.025789594,68,22.14,phosphorus_deficiency
29.0,25.0,35.0,5.542873799,77,22.6,ph_stress_acidic
24.0,14.0,33.0,6.366219551,18,23.08,phosphorus_deficiency
32.0,12.0,30.0,5.579845008,43,23.56,phosphorus_deficiency
30.0,25.0,31.0,5.804965067,49,24.0,healthy
14.0,21.0,35.0,6.121005506,2,24.45,nitrogen_deficiency
27.0,22.0,29.0,6.000248647,41,24.6,phosphorus_deficiency
40.0,5.0,29.0,5.820978791,12,24.74,phosphorus_deficiency
17.0,11.0,32.0,5.620733794,44,24.92,phosphorus_deficiency
30.0,30.0,35.0,6.001936419,66,25.1,healthy
28.0,10.0,30.0,6.305740522,89,25.34,phosphorus_deficiency
39.0,7.0,29.0,6.362544111,50,25.58,phosphorus_deficiency
32.0,20.0,35.0,5.588655387,45,25.7,phosphorus_deficiency
7.0,15.0,32.0,6.182232762,43,25.81,nitrogen_deficiency
29.0,17.0,29.0,5.959493188,1,26.09,phosphorus_deficiency
34.0,15.0,34.0,5.677282678,56,26.37,phosphorus_deficiency
14.0,23.0,25.0,5.612122797,26,26.49,nitrogen_deficiency
18.0,19.0,29.0,6.206077742,79,26.61,phosphorus_deficiency
7.0,21.0,35.0,5.764812076,38,26.71,nitrogen_deficiency
24.0,27.0,34.0,6.203376525,41,26.81,healthy
39.0,29.0,29.0,6.143662699,9,26.84,water_stress
29.0,8.0,28.0,6.100429497,81,26.88,phosphorus_deficiency
10.0,24.0,27.0,5.708409601,32,27.26,nitrogen_deficiency
0.0,29.0,32.0,5.868255858,80,27.63,nitrogen_deficiency
32.0,11.0,31.0,6.461225827,31,27.48,phosphorus_deficiency
37.0,10.0,32.0,6.165084855,23,27.34,phosphorus_deficiency
20.0,29.0,27.0,6.047044342,56,27.58,healthy
31.0,29.0,35.0,6.137102505,40,27.83,healthy
17.0,30.0,27.0,5.894027065,89,28.08,healthy
1.0,12.0,30.0,5.56222383,67,28.32,nitrogen_deficiency
6.0,13.0,29.0,5.832608028,53,28.24,nitrogen_deficiency
15.0,28.0,32.0,6.218571874,21,28.16,nitrogen_deficiency
27.0,24.0,29.0,6.142010637,44,28.32,healthy
3.0,23.0,30.0,6.078807239,30,28.48,nitrogen_deficiency
8.0,26.0,26.0,5.702484758,13,28.66,nitrogen_deficiency
20.0,28.0,26.0,5.547594847,59,28.84,ph_stress_acidic
26.0,18.0,27.0,5.836075368,30,28.76,phosphorus_deficiency
1.0,6.0,35.0,6.231662767,22,28.67,nitrogen_deficiency
27.0,30.0,31.0,5.718120393,44,29.02,healthy
23.0,7.0,34.0,5.852038202,40,29.36,phosphorus_deficiency
0.0,26.0,31.0,5.547933273,10,29.26,nitrogen_deficiency
38.0,6.0,25.0,6.156259104,39,29.17,phosphorus_deficiency
25.0,12.0,26.0,6.436314406,35,28.94,phosphorus_deficiency
40.0,5.0,32.0,5.981169595,36,28.72,phosphorus_deficiency
0.0,19.0,31.0,6.271952833,1,29.1,nitrogen_deficiency
26.0,9.0,32.0,6.470465614,43,29.48,phosphorus_deficiency
35.0,30.0,34.0,6.141502001,37,29.32,healthy
19.0,30.0,30.0,5.826381164,16,29.15,healthy
31.0,13.0,33.0,6.342463714,16,29.4,phosphorus_deficiency
17.0,29.0,26.0,6.071897347,26,29.64,healthy
2.0,30.0,30.0,6.331051715,72,29.6,nitrogen_deficiency
30.0,13.0,25.0,6.413184638,65,29.56,phosphorus_deficiency
8.0,15.0,33.0,5.50158009,3,29.82,nitrogen_deficiency
18.0,12.0,35.0,6.338720873,77,30.09,phosphorus_deficiency
8.0,28.0,30.0,6.015672239,61,30.11,nitrogen_deficiency
40.0,22.0,29.0,5.735364307,19,30.13,phosphorus_deficiency
27.0,10.0,33.0,6.465906333,9,30.06,phosphorus_deficiency
21.0,20.0,31.0,5.855457599,6,29.98,phosphorus_deficiency
3.0,9.0,35.0,6.318552973,78,30.22,nitrogen_deficiency
22.0,16.0,27.0,6.006784979,57,30.46,phosphorus_deficiency
27.0,8.0,30.0,6.008386283,7,30.7,phosphorus_deficiency
22.0,8.0,33.0,5.665785202,76,30.94,phosphorus_deficiency
28.0,27.0,32.0,5.764615485,15,30.9,healthy
23.0,21.0,26.0,5.901495544,75,30.86,phosphorus_deficiency
37.0,5.0,34.0,5.779032666,71,30.81,phosphorus_deficiency
19.0,26.0,29.0,5.67154928,20,30.77,healthy
133.0,47.0,24.0,7.231324765,76,30.82,healthy
136.0,36.0,20.0,6.925412377,17,30.87,healthy
104.0,47.0,18.0,7.633437412,42,30.92,potassium_deficiency
133.0,47.0,23.0,6.827354668,44,30.97,healthy
126.0,38.0,23.0,6.176716425,58,30.99,healthy
126.0,50.0,19.0,6.628722836,56,31.02,healthy
113.0,41.0,20.0,7.256877571,14,31.06,healthy
121.0,45.0,22.0,6.443785385,46,31.09,healthy
121.0,47.0,16.0,7.723240151,43,31.08,potassium_deficiency
129.0,60.0,22.0,5.947448589,5,31.06,water_stress
107.0,45.0,25.0,7.227745516,53,31.08,healthy
122.0,59.0,18.0,6.219469084,70,31.09,potassium_deficiency
140.0,38.0,15.0,6.021439523,34,31.16,potassium_deficiency
102.0,49.0,21.0,6.253343655,57,31.23,healthy
111.0,40.0,25.0,6.187455799,48,31.16,healthy
131.0,35.0,18.0,7.057693366,38,31.1,potassium_deficiency
135.0,43.0,16.0,6.720449769,6,30.96,potassium_deficiency
100.0,46.0,18.0,6.431689506,9,30.81,potassium_deficiency
123.0,39.0,24.0,7.453106264,46,30.85,ph_stress_alkaline
117.0,56.0,15.0,7.368258226,51,30.9,potassium_deficiency
121.0,36.0,24.0,7.352401887,62,30.96,healthy
101.0,58.0,18.0,6.652143699,65,31.01,potassium_deficiency
107.0,42.0,24.0,6.144631795,52,30.84,healthy
100.0,41.0,22.0,7.318802162,88,30.68,healthy
125.0,39.0,21.0,7.954629324,59,30.81,ph_stress_alkaline
105.0,60.0,23.0,6.207652157,52,30.94,healthy
102.0,46.0,19.0,6.631005298,24,30.8,healthy
131.0,49.0,22.0,7.306918817,64,30.67,healthy
139.0,35.0,15.0,5.898293044,68,30.59,potassium_deficiency
108.0,36.0,19.0,7.238566893,87,30.52,healthy
118.0,45.0,23.0,7.977651226,77,30.44,ph_stress_alkaline
107.0,51.0,22.0,5.983075895,26,30.36,healthy
125.0,60.0,17.0,6.785723961,15,30.2,potassium_deficiency
113.0,37.0,20.0,7.393441155,22,30.05,healthy
131.0,52.0,16.0,6.486068274,81,29.9,potassium_deficiency
115.0,48.0,16.0,7.175934962,26,29.74,potassium_deficiency
113.0,38.0,25.0,7.388265888,46,29.57,healthy
111.0,41.0,18.0,6.10539819,56,29.4,potassium_deficiency
111.0,53.0,19.0,6.419536555,58,29.31,healthy
122.0,48.0,16.0,6.307585854,38,29.22,potassium_deficiency
108.0,46.0,17.0,6.93221485,54,29.08,potassium_deficiency
132.0,41.0,22.0,7.810865753,88,28.94,ph_stress_alkaline
103.0,42.0,17.0,6.527541661,24,28.76,potassium_deficiency
133.0,50.0,25.0,7.569454601,80,28.58,ph_stress_alkaline
127.0,37.0,18.0,7.041065585,32,28.46,potassium_deficiency
110.0,39.0,25.0,7.208795456,29,28.33,healthy
131.0,38.0,19.0,6.814341946,47,28.2,healthy
108.0,38.0,24.0,7.442217061,25,28.08,ph_stress_alkaline
122.0,40.0,17.0,6.854558957,38,27.78,potassium_deficiency
111.0,50.0,15.0,7.884550475,89,27.48,potassium_deficiency
140.0,40.0,17.0,6.006085786,45,27.28,potassium_deficiency
100.0,40.0,20.0,7.432043735,11,27.07,ph_stress_alkaline
123.0,50.0,16.0,6.498052108,18,26.94,potassium_deficiency
107.0,36.0,21.0,6.205263534,40,26.82,healthy
118.0,50.0,19.0,6.360812227,89,26.68,healthy
103.0,51.0,20.0,7.046607434,61,26.54,healthy
133.0,57.0,19.0,7.947011366,65,26.39,ph_stress_alkaline
129.0,47.0,20.0,6.281913858,48,26.25,healthy
116.0,52.0,19.0,6.114525877,55,26.12,healthy
114.0,40.0,23.0,6.753978061,68,25.98,healthy
131.0,60.0,17.0,7.425041316,20,25.94,potassium_deficiency
107.0,43.0,18.0,6.745104394,76,25.89,potassium_deficiency
123.0,44.0,21.0,7.641116569,51,25.88,ph_stress_alkaline
112.0,49.0,25.0,6.470135478,88,25.88,healthy
119.0,44.0,15.0,7.091992365,85,26.05,potassium_deficiency
130.0,59.0,19.0,6.520403794,31,26.22,healthy
127.0,53.0,24.0,6.127939628,42,26.12,healthy
134.0,52.0,18.0,7.994679507,6,26.01,potassium_deficiency
109.0,36.0,18.0,7.524707577,63,25.94,potassium_deficiency
100.0,48.0,17.0,7.827877818,82,25.87,potassium_deficiency
132.0,52.0,19.0,6.436691764,14,25.78,healthy
102.0,37.0,25.0,5.907930899,66,25.68,healthy
111.0,39.0,22.0,6.135025006,73,25.65,healthy
117.0,51.0,15.0,6.044556594,5,25.62,potassium_deficiency
136.0,36.0,24.0,7.59781958,84,25.64,ph_stress_alkaline
134.0,56.0,18.0,6.691268104,18,25.66,potassium_deficiency
112.0,54.0,15.0,6.175492306,70,25.44,potassium_deficiency
105.0,56.0,15.0,7.272316209,40,25.21,potassium_deficiency
140.0,45.0,15.0,5.801047545,33,25.0,potassium_deficiency
126.0,46.0,25.0,6.757457943,50,24.8,healthy
106.0,49.0,24.0,6.983395573,43,24.59,healthy
121.0,53.0,19.0,7.976889498,53,24.38,ph_stress_alkaline
108.0,60.0,17.0,6.558902588,71,24.17,potassium_deficiency
116.0,56.0,17.0,7.979090365,57,24.02,potassium_deficiency
100.0,52.0,19.0,7.903528673,46,23.87,ph_stress_alkaline
129.0,43.0,16.0,6.73210948,64,23.82,potassium_deficiency
118.0,44.0,23.0,6.691690476,39,23.76,healthy
117.0,43.0,25.0,7.839849298,54,23.68,ph_stress_alkaline
126.0,37.0,21.0,6.61448588,9,23.61,water_stress
120.0,48.0,16.0,7.456971816,37,23.44,potassium_deficiency
102.0,45.0,16.0,7.2942193,84,23.28,potassium_deficiency
131.0,56.0,20.0,7.762647875,4,22.99,ph_stress_alkaline
114.0,40.0,17.0,6.363406102,68,22.7,potassium_deficiency
101.0,37.0,18.0,7.63737841,53,22.54,potassium_deficiency
106.0,46.0,20.0,6.200671976,90,22.39,healthy
113.0,38.0,20.0,6.364729934,68,22.12,healthy
102.0,53.0,21.0,6.913678684,30,21.86,healthy
110.0,39.0,18.0,7.766259769,20,21.62,potassium_deficiency
107.0,58.0,15.0,7.55606399,4,21.39,potassium_deficiency
120.0,60.0,15.0,7.288377241,45,21.29,potassium_deficiency
89.0,47.0,38.0,6.002524871,31,21.19,healthy
60.0,37.0,39.0,6.033485257,84,21.04,healthy
63.0,41.0,45.0,7.121933579,90,20.9,healthy
86.0,40.0,39.0,6.207459637,50,20.75,healthy
96.0,41.0,40.0,6.090060478,41,20.6,healthy
100.0,35.0,36.0,6.346715209,19,20.6,healthy
63.0,37.0,43.0,6.661957897,40,20.6,healthy
70.0,43.0,40.0,6.176860192,31,20.6,healthy
67.0,55.0,44.0,7.251847296,63,20.6,healthy
74.0,40.0,40.0,6.386259978,81,20.56,healthy
89.0,53.0,44.0,7.319735475,18,20.52,healthy
74.0,46.0,45.0,6.025028997,17,20.49,healthy
89.0,41.0,38.0,6.344751947,5,20.45,water_stress
60.0,55.0,40.0,7.02777956,78,20.38,healthy
67.0,43.0,38.0,7.299304715,36,20.32,healthy
70.0,38.0,35.0,7.014063944,50,20.26,healthy
74.0,49.0,38.0,7.488014404,89,20.19,ph_stress_alkaline
90.0,40.0,39.0,6.626503893,4,20.26,water_stress
82.0,35.0,44.0,6.239011,51,20.34,healthy
73.0,45.0,37.0,6.742688094,85,20.3,healthy
85.0,53.0,38.0,6.588017308,45,20.26,healthy
81.0,56.0,36.0,7.097586415,69,20.16,healthy
84.0,55.0,38.0,6.956682743,54,20.07,healthy
80.0,45.0,42.0,7.380396262,35,19.98,healthy
76.0,54.0,45.0,6.176618831,31,19.88,healthy
76.0,56.0,39.0,6.551130445,53,19.88,healthy
81.0,40.0,45.0,6.427726565,59,19.88,healthy
76.0,44.0,45.0,6.740947635,51,19.71,healthy
69.0,47.0,40.0,6.130136384,8,19.54,water_stress
82.0,40.0,45.0,6.667633355,3,19.37,water_stress
69.0,57.0,35.0,6.186814392,4,19.2,water_stress
81.0,36.0,38.0,6.334837865,49,19.19,healthy
67.0,60.0,38.0,7.16214284,43,19.17,healthy
72.0,51.0,40.0,7.422318499,51,19.08,healthy
65.0,39.0,45.0,6.768001309,78,18.98,healthy
78.0,50.0,43.0,6.348441469,14,18.82,healthy
77.0,52.0,41.0,6.097294061,15,18.66,healthy
89.0,52.0,42.0,6.14132902,48,18.59,healthy
62.0,49.0,37.0,7.479248124,73,18.52,ph_stress_alkaline
90.0,48.0,45.0,6.509174789,41,18.67,healthy
66.0,47.0,36.0,6.57256106,47,18.82,healthy
80.0,52.0,39.0,7.165696848,89,18.76,healthy
89.0,52.0,45.0,7.207457208,84,18.71,healthy
77.0,51.0,44.0,7.124333547,82,18.6,healthy
94.0,37.0,41.0,6.463538707,80,18.5,healthy
75.0,41.0,35.0,6.856833064,68,18.47,healthy
60.0,55.0,36.0,7.132389299,52,18.43,healthy
62.0,56.0,35.0,6.235357638,9,18.4,water_stress
84.0,40.0,42.0,6.704273839,36,18.27,healthy
100.0,56.0,40.0,7.433313409,35,18.14,ph_stress_alkaline
75.0,56.0,44.0,6.109478059,18,17.81,healthy
78.0,46.0,42.0,7.095413294,49,17.48,healthy
82.0,48.0,36.0,6.352076783,53,17.37,healthy
100.0,58.0,41.0,6.658769991,43,17.25,healthy
88.0,50.0,40.0,7.051822472,18,17.26,healthy
67.0,41.0,40.0,7.333143205,2,17.27,water_stress
72.0,42.0,43.0,6.352771037,56,17.24,healthy
89.0,40.0,43.0,7.124050134,20,17.2,healthy
89.0,57.0,43.0,6.998787171,57,17.14,healthy
61.0,41.0,44.0,6.537914958,27,17.09,healthy
79.0,45.0,43.0,7.171054239,87,16.96,healthy
84.0,40.0,43.0,7.228268228,81,16.83,healthy
98.0,43.0,35.0,7.319952206,60,16.64,healthy
75.0,36.0,44.0,6.613341343,37,16.45,healthy
89.0,58.0,35.0,6.096838784,48,16.28,cold_stress
91.0,41.0,37.0,6.132570523,22,16.11,cold_stress
77.0,48.0,36.0,7.36008498,42,16.15,cold_stress
66.0,58.0,35.0,7.321619041,9,16.19,water_stress
62.0,59.0,41.0,7.175170657,13,16.18,water_stress
82.0,35.0,35.0,7.299076163,76,16.17,cold_stress
61.0,41.0,35.0,6.842966479,89,16.14,cold_stress
99.0,57.0,38.0,6.356295568,63,16.11,cold_stress
70.0,42.0,43.0,6.508342839,14,16.0,cold_stress
90.0,59.0,35.0,7.098227926,52,15.88,cold_stress
73.0,43.0,42.0,6.310699968,38,15.8,cold_stress
67.0,46.0,44.0,7.093328631,70,15.73,cold_stress
84.0,37.0,42.0,6.691074249,9,15.66,water_stress
72.0,41.0,36.0,6.187746776,65,15.6,cold_stress
71.0,56.0,37.0,6.491506245,68,15.44,cold_stress
64.0,53.0,38.0,6.855362875,46,15.29,cold_stress
65.0,54.0,39.0,7.124571593,49,15.26,cold_stress
60.0,58.0,37.0,6.067302109,76,15.22,cold_stress
86.0,39.0,43.0,6.432051512,81,15.12,cold_stress
90.0,50.0,44.0,6.253408852,81,15.02,cold_stress
91.0,38.0,36.0,7.287318723,42,14.97,cold_stress
87.0,48.0,38.0,7.161865733,53,14.92,cold_stress
72.0,41.0,36.0,6.065898283,48,14.86,cold_stress
71.0,54.0,35.0,7.311077075,39,14.81,cold_stress
82.0,46.0,41.0,6.581693772,83,14.8,cold_stress
71.0,52.0,43.0,6.732826127,43,14.8,cold_stress
80.0,43.0,43.0,6.014572075,55,14.81,cold_stress
77.0,55.0,43.0,6.663559451,39,14.82,cold_stress
95.0,57.0,41.0,6.434610995,65,14.79,cold_stress
63.0,47.0,35.0,7.432768147,76,14.75,ph_stress_alkaline
93.0,43.0,38.0,6.987332927,49,14.72,cold_stress
87.0,44.0,43.0,6.718725189,43,14.62,cold_stress
88.0,52.0,39.0,6.880204617,50,14.51,cold_stress
90.0,39.0,37.0,6.86106911,27,14.45,cold_stress
90.0,39.0,43.0,6.7693455,55,14.39,cold_stress
84.0,38.0,43.0,7.26158085,50,14.32,cold_stress
91.0,21.0,26.0,7.261313694,67,14.26,phosphorus_deficiency
107.0,21.0,26.0,7.235070264,83,14.24,phosphorus_deficiency
83.0,38.0,35.0,7.18915558,2,14.23,water_stress
108.0,24.0,31.0,6.431899748,18,14.1,cold_stress
116.0,28.0,34.0,6.42321105,29,13.97,cold_stress
116.0,23.0,25.0,6.869720196,67,13.97,phosphorus_deficiency
109.0,31.0,27.0,6.973839707,32,13.97,cold_stress
89.0,25.0,34.0,7.184801627,82,13.93,cold_stress
118.0,18.0,32.0,6.351823783,18,13.89,phosphorus_deficiency
111.0,32.0,34.0,6.392048018,34,14.09,cold_stress
84.0,36.0,28.0,6.119892347,15,14.29,cold_stress
85.0,33.0,25.0,6.910823945,77,14.84,cold_stress
99.0,15.0,27.0,6.501157208,73,15.39,phosphorus_deficiency
81.0,30.0,31.0,7.027585559,38,15.95,cold_stress
95.0,39.0,29.0,7.13411409,45,16.51,healthy
81.0,34.0,30.0,6.647765997,53,17.12,healthy
80.0,15.0,28.0,6.703270635,4,17.74,phosphorus_deficiency
104.0,20.0,26.0,7.493191968,37,18.44,phosphorus_deficiency
109.0,29.0,28.0,6.724688503,31,19.14,healthy
100.0,32.0,26.0,6.043485685,73,19.72,healthy
100.0,24.0,28.0,7.101661011,65,20.29,healthy
83.0,21.0,28.0,7.466900683,38,21.14,phosphorus_deficiency
120.0,23.0,28.0,6.877799264,74,22.0,phosphorus_deficiency
104.0,26.0,30.0,6.410992833,24,22.74,healthy
108.0,33.0,31.0,7.393825704,71,23.49,healthy
91.0,25.0,26.0,7.482414225,23,24.12,ph_stress_alkaline
86.0,26.0,27.0,6.081172981,44,24.75,healthy
98.0,18.0,27.0,6.516312148,76,25.1,phosphorus_deficiency
111.0,27.0,31.0,6.043330951,85,25.44,healthy
84.0,39.0,35.0,6.959404135,34,25.9,healthy
98.0,27.0,27.0,7.238109556,49,26.36,healthy
118.0,21.0,34.0,7.234258375,47,26.82,phosphorus_deficiency
103.0,27.0,31.0,6.691541233,29,27.29,healthy
82.0,24.0,33.0,6.809593554,59,27.8,healthy
86.0,31.0,35.0,6.485761419,29,28.32,healthy
88.0,35.0,35.0,6.784460602,40,28.5,healthy
84.0,27.0,29.0,7.167092586,16,28.67,healthy
120.0,40.0,33.0,6.73410539,30,28.82,healthy
106.0,40.0,30.0,6.779984384,16,28.96,healthy
113.0,21.0,33.0,7.277422738,46,29.16,phosphorus_deficiency
117.0,34.0,25.0,7.21270048,7,29.35,water_stress
80.0,30.0,25.0,7.487266991,82,29.72,ph_stress_alkaline
88.0,21.0,27.0,7.231166546,4,30.08,phosphorus_deficiency
113.0,33.0,34.0,6.559817161,1,30.29,water_stress
87.0,23.0,28.0,6.979590627,77,30.5,phosphorus_deficiency
113.0,15.0,29.0,6.779230041,12,30.44,phosphorus_deficiency
98.0,29.0,30.0,6.217974349,42,30.37,healthy
97.0,29.0,27.0,7.205078785,47,30.92,healthy
85.0,35.0,32.0,6.854011265,27,31.46,healthy
82.0,29.0,35.0,6.246872394,55,31.46,healthy
103.0,33.0,25.0,6.911066044,9,31.47,water_stress
112.0,17.0,28.0,6.777417989,12,31.78,phosphorus_deficiency
99.0,19.0,33.0,6.273741983,52,32.1,phosphorus_deficiency
120.0,20.0,34.0,6.906124587,21,32.42,phosphorus_deficiency
114.0,27.0,28.0,7.162802357,51,32.73,healthy
100.0,40.0,35.0,6.955787351,30,32.73,healthy
108.0,35.0,25.0,6.971963169,90,32.73,healthy
115.0,31.0,30.0,6.840927967,87,32.68,healthy
87.0,28.0,30.0,6.536676653,28,32.63,healthy
82.0,24.0,26.0,6.089443603,1,32.74,water_stress
94.0,26.0,27.0,7.456460375,77,32.84,ph_stress_alkaline
87.0,28.0,35.0,6.759211911,61,32.94,healthy
118.0,40.0,35.0,7.460174812,23,33.05,ph_stress_alkaline
87.0,38.0,29.0,6.652642579,29,33.42,healthy
92.0,40.0,30.0,6.026287448,15,33.78,healthy
97.0,22.0,26.0,6.074190142,57,33.63,phosphorus_deficiency
99.0,40.0,32.0,7.045543056,86,33.48,healthy
89.0,28.0,33.0,6.993236001,42,33.54,healthy
112.0,39.0,29.0,6.726528895,3,33.6,water_stress
111.0,28.0,26.0,6.937352845,6,33.2,water_stress
114.0,20.0,26.0,7.27905689,14,32.81,phosphorus_deficiency
117.0,26.0,30.0,7.079850922,6,32.29,water_stress
111.0,29.0,31.0,6.136286518,1,31.76,water_stress
119.0,30.0,28.0,6.505203696,51,31.3,healthy
116.0,40.0,33.0,7.042089492,14,30.85,healthy
95.0,37.0,35.0,6.348337519,39,30.69,healthy
86.0,40.0,33.0,7.432322234,39,30.53,ph_stress_alkaline
117.0,37.0,32.0,6.787658922,51,30.54,healthy
105.0,18.0,35.0,6.743417121,2,30.55,phosphorus_deficiency
109.0,23.0,25.0,7.00733163,64,30.78,phosphorus_deficiency
80.0,18.0,31.0,7.303033217,48,31.02,phosphorus_deficiency
101.0,31.0,26.0,6.861235184,31,31.01,healthy
103.0,33.0,33.0,7.131435858,1,31.0,water_stress
93.0,26.0,27.0,7.288211994,21,31.1,healthy
104.0,35.0,28.0,6.983732393,26,31.19,healthy
116.0,36.0,25.0,6.172090205,72,31.26,healthy
107.0,38.0,29.0,6.35118177,59,31.32,healthy
101.0,33.0,33.0,6.908671379,51,31.38,healthy
107.0,31.0,31.0,6.766184468,75,31.43,healthy
99.0,16.0,30.0,6.392791654,4,31.55,phosphorus_deficiency
103.0,40.0,30.0,6.348316257,30,31.67,healthy
118.0,31.0,34.0,6.123796057,28,31.51,healthy
106.0,21.0,35.0,7.428523634,16,31.35,phosphorus_deficiency
116.0,38.0,34.0,6.020947179,54,31.38,healthy
97.0,35.0,26.0,6.334610249,77,31.4,healthy
107.0,34.0,32.0,6.78006386,90,31.44,healthy
99.0,15.0,27.0,6.086922359,41,31.47,phosphorus_deficiency
118.0,33.0,30.0,6.362607851,24,31.48,healthy
117.0,32.0,34.0,6.758792552,10,31.48,water_stress
104.0,18.0,30.0,6.779832611,70,31.44,phosphorus_deficiency
